lexeme,stem,class,regular,last,last2,last3,last4,first,first2,first3,first4
atribuir,atribu,ir-L,0,u,b,i,r,a,t,r,i
avenir,aben,ir-g,0,n,e,b,a,a,b,e,n
barrer,baR,er-regular,1,R,a,b,,b,a,R,
batir,bat,ir-regular,1,t,a,b,,b,a,t,
beber,beb,er-regular,1,b,e,b,,b,e,b,
blandir,bland,ir-regular,1,d,n,a,l,b,l,a,n
carcomer,carcom,er-regular,1,m,o,c,r,c,a,r,c
carecer,carez,er-z-zc,0,z,e,r,a,c,a,r,e
ceder,zed,er-regular,1,d,e,z,,z,e,d,
cerner,zern,er-ie,0,n,r,e,z,z,e,r,n
circunscribir,zircunscrib,ir-db-t,0,b,i,r,c,z,i,r,c
cocer,coz,er-ue,0,z,o,c,,c,o,z,
coexistir,coexist,ir-regular,1,t,s,i,x,c,o,e,x
coger,coj,er-regular,1,j,o,c,,c,o,j,
cohibir,coib,ir-regular,1,b,i,o,c,c,o,i,b
coincidir,coinzid,ir-regular,1,d,i,z,n,c,o,i,n
cojer,coj,er-regular,1,j,o,c,,c,o,j,
colorir,color,ir-regular,1,r,o,l,o,c,o,l,o
combatir,combat,ir-regular,1,t,a,b,m,c,o,m,b
comer,com,er-regular,1,m,o,c,,c,o,m,
cometer,comet,er-regular,1,t,e,m,o,c,o,m,e
compadecer,compadez,er-z-zc,0,z,e,d,a,c,o,m,p
comparecer,comparez,er-z-zc,0,z,e,r,a,c,o,m,p
compartir,compart,ir-regular,1,t,r,a,p,c,o,m,p
competer,compet,er-regular,1,t,e,p,m,c,o,m,p
competir,compet,ir-e-i,0,t,e,p,m,c,o,m,p
complacer,complaz,er-z-zc,0,z,a,l,p,c,o,m,p
componer,compon,er-g,0,n,o,p,m,c,o,m,p
comprender,comprend,er-regular,1,d,n,e,r,c,o,m,p
comprimir,comprim,ir-regular,1,m,i,r,p,c,o,m,p
comprometer,compromet,er-regular,1,t,e,m,o,c,o,m,p
concebir,conzeb,ir-e-i,0,b,e,z,n,c,o,n,z
conceder,conzed,er-regular,1,d,e,z,n,c,o,n,z
concernir,conzern,ir-ie,0,n,r,e,z,c,o,n,z
concluir,conclu,ir-L,0,u,l,c,n,c,o,n,c
concurrir,concuR,ir-regular,1,R,u,c,n,c,o,n,c
conducir,conduz,ir-z-zc,0,z,u,d,n,c,o,n,d
conferir,confer,ir-ie,0,r,e,f,n,c,o,n,f
confluir,conflu,ir-L,0,u,l,f,n,c,o,n,f
confundir,confund,ir-regular,1,d,n,u,f,c,o,n,f
conmover,conmob,er-ue,0,b,o,m,n,c,o,n,m
conocer,conoz,er-z-zc,0,z,o,n,o,c,o,n,o
conseguir,conseg,ir-e-i,0,g,e,s,n,c,o,n,s
consentir,consent,ir-ie,0,t,n,e,s,c,o,n,s
consistir,consist,ir-regular,1,t,s,i,s,c,o,n,s
constituir,constitu,ir-L,0,u,t,i,t,c,o,n,s
construir,constru,ir-L,0,u,r,t,s,c,o,n,s
consumir,consum,ir-regular,1,m,u,s,n,c,o,n,s
contender,contend,er-ie,0,d,n,e,t,c,o,n,t
contener,conten,er-g,0,n,e,t,n,c,o,n,t
contraer,contra,er-g,0,a,r,t,n,c,o,n,t
contraponer,contrapon,er-g,0,n,o,p,a,c,o,n,t
contravenir,contraben,ir-g,0,n,e,b,a,c,o,n,t
contribuir,contribu,ir-L,0,u,b,i,r,c,o,n,t
controvertir,controbert,ir-ie,0,t,r,e,b,c,o,n,t
convalecer,conbalez,er-z-zc,0,z,e,l,a,c,o,n,b
convencer,conbenz,er-regular,1,z,n,e,b,c,o,n,b
convenir,conben,ir-g,0,n,e,b,n,c,o,n,b
converger,conberj,er-regular,1,j,r,e,b,c,o,n,b
convertir,conbert,ir-ie,0,t,r,e,b,c,o,n,b
convivir,conbib,ir-regular,1,b,i,b,n,c,o,n,b
corregir,coRej,ir-e-i,0,j,e,R,o,c,o,R,e
correr,coR,er-regular,1,R,o,c,,c,o,R,
corresponder,coRespond,er-regular,1,d,n,o,p,c,o,R,e
corroer,coRo,er-regular,1,o,R,o,c,c,o,R,o
corromper,coRomp,er-regular,1,p,m,o,R,c,o,R,o
coser,cos,er-regular,1,s,o,c,,c,o,s,
crecer,crez,er-z-zc,0,z,e,r,c,c,r,e,z
creer,cre,er-regular,1,e,r,c,,c,r,e,
cubrir,cubr,ir-ie,0,r,b,u,c,c,u,b,r
cumplir,cumpl,ir-regular,1,l,p,m,u,c,u,m,p
cundir,cund,ir-regular,1,d,n,u,c,c,u,n,d
curtir,curt,ir-regular,1,t,r,u,c,c,u,r,t
deber,deb,er-regular,1,b,e,d,,d,e,b,
decaer,deca,er-g,0,a,c,e,d,d,e,c,a
decidir,dezid,ir-regular,1,d,i,z,e,d,e,z,i
decrecer,decrez,er-z-zc,0,z,e,r,c,d,e,c,r
deducir,deduz,ir-z-zc,0,z,u,d,e,d,e,d,u
defender,defend,er-ie,0,d,n,e,f,d,e,f,e
definir,defin,ir-regular,1,n,i,f,e,d,e,f,i
delinquir,delinc,ir-regular,1,c,n,i,l,d,e,l,i
demoler,demol,er-ue,0,l,o,m,e,d,e,m,o
departir,depart,ir-regular,1,t,r,a,p,d,e,p,a
depender,depend,er-regular,1,d,n,e,p,d,e,p,e
deponer,depon,er-g,0,n,o,p,e,d,e,p,o
deprimir,deprim,ir-regular,1,m,i,r,p,d,e,p,r
derretir,deRet,ir-e-i,0,t,e,R,e,d,e,R,e
derruir,deRu,ir-L,0,u,R,e,d,d,e,R,u
desaparecer,desaparez,er-z-zc,0,z,e,r,a,d,e,s,a
desatender,desatend,er-ie,0,d,n,e,t,d,e,s,a
descender,deszend,er-ie,0,d,n,e,z,d,e,s,z
descomponer,descompon,er-g,0,n,o,p,m,d,e,s,c
desconocer,desconoz,er-z-zc,0,z,o,n,o,d,e,s,c
descoser,descos,er-regular,1,s,o,c,s,d,e,s,c
describir,describ,ir-db-t,0,b,i,r,c,d,e,s,c
descubrir,descubr,ir-ie,0,r,b,u,c,d,e,s,c
desenvolver,desenbolb,er-ue,0,b,l,o,b,d,e,s,e
desistir,desist,ir-regular,1,t,s,i,s,d,e,s,i
deslucir,desluz,ir-z-zc,0,z,u,l,s,d,e,s,l
desmentir,desment,ir-ie,0,t,n,e,m,d,e,s,m
desmerecer,desmerez,er-z-zc,0,z,e,r,e,d,e,s,m
desobedecer,desobedez,er-z-zc,0,z,e,d,e,d,e,s,o
despedir,desped,ir-e-i,0,d,e,p,s,d,e,s,p
desposeer,despose,er-regular,1,e,s,o,p,d,e,s,p
desprender,desprend,er-regular,1,d,n,e,r,d,e,s,p
desproveer,desprobe,er-regular,1,e,b,o,r,d,e,s,p
destituir,destitu,ir-L,0,u,t,i,t,d,e,s,t
destruir,destru,ir-L,0,u,r,t,s,d,e,s,t
desvanecer,desbanez,er-z-zc,0,z,e,n,a,d,e,s,b
detener,deten,er-g,0,n,e,t,e,d,e,t,e
devenir,deben,ir-g,0,n,e,b,e,d,e,b,e
devolver,debolb,er-ue,0,b,l,o,b,d,e,b,o
diferir,difer,ir-ie,0,r,e,f,i,d,i,f,e
difundir,difund,ir-regular,1,d,n,u,f,d,i,f,u
digerir,dijer,ir-ie,0,r,e,j,i,d,i,j,e
diluir,dilu,ir-L,0,u,l,i,d,d,i,l,u
dimitir,dimit,ir-regular,1,t,i,m,i,d,i,m,i
dirigir,dirij,ir-regular,1,j,i,r,i,d,i,r,i
dirimir,dirim,ir-regular,1,m,i,r,i,d,i,r,i
discernir,diszern,ir-ie,0,n,r,e,z,d,i,s,z
discurrir,discuR,ir-regular,1,R,u,c,s,d,i,s,c
discutir,discut,ir-regular,1,t,u,c,s,d,i,s,c
disentir,disent,ir-ie,0,t,n,e,s,d,i,s,e
disminuir,disminu,ir-L,0,u,n,i,m,d,i,s,m
disolver,disolb,er-ue,0,b,l,o,s,d,i,s,o
disponer,dispon,er-g,0,n,o,p,s,d,i,s,p
distender,distend,er-ie,0,d,n,e,t,d,i,s,t
distinguir,disting,ir-regular,1,g,n,i,t,d,i,s,t
distraer,distra,er-g,0,a,r,t,s,d,i,s,t
distribuir,distribu,ir-L,0,u,b,i,r,d,i,s,t
disuadir,disuad,ir-regular,1,d,a,u,s,d,i,s,u
divertir,dibert,ir-ie,0,t,r,e,b,d,i,b,e
dividir,dibid,ir-regular,1,d,i,b,i,d,i,b,i
doler,dol,er-ue,0,l,o,d,,d,o,l,
dormir,dorm,ir-ue,0,m,r,o,d,d,o,r,m
ejercer,ejerz,er-regular,1,z,r,e,j,e,j,e,r
elegir,elej,ir-e-i,0,j,e,l,e,e,l,e,j
eludir,elud,ir-regular,1,d,u,l,e,e,l,u,d
embestir,embest,ir-e-i,0,t,s,e,b,e,m,b,e
embrutecer,embrutez,er-z-zc,0,z,e,t,u,e,m,b,r
embutir,embut,ir-regular,1,t,u,b,m,e,m,b,u
emerger,emerj,er-regular,1,j,r,e,m,e,m,e,r
emitir,emit,ir-regular,1,t,i,m,e,e,m,i,t
empobrecer,empobrez,er-z-zc,0,z,e,r,b,e,m,p,o
emprender,emprend,er-regular,1,d,n,e,r,e,m,p,r
enardecer,enardez,er-z-zc,0,z,e,d,r,e,n,a,r
encarecer,encarez,er-z-zc,0,z,e,r,a,e,n,c,a
encender,enzend,er-ie,0,d,n,e,z,e,n,z,e
encoger,encoj,er-regular,1,j,o,c,n,e,n,c,o
encubrir,encubr,ir-ie,0,r,b,u,c,e,n,c,u
endurecer,endurez,er-z-zc,0,z,e,r,u,e,n,d,u
enfurecer,enfurez,er-z-zc,0,z,e,r,u,e,n,f,u
enloquecer,enlocez,er-z-zc,0,z,e,c,o,e,n,l,o
enmudecer,enmudez,er-z-zc,0,z,e,d,u,e,n,m,u
ennegrecer,ennegrez,er-z-zc,0,z,e,r,g,e,n,n,e
enorgullecer,enorguLez,er-z-zc,0,z,e,L,u,e,n,o,r
enriquecer,enricez,er-z-zc,0,z,e,c,i,e,n,r,i
ensombrecer,ensombrez,er-z-zc,0,z,e,r,b,e,n,s,o
entender,entend,er-ie,0,d,n,e,t,e,n,t,e
enternecer,enternez,er-z-zc,0,z,e,n,r,e,n,t,e
entorpecer,entorpez,er-z-zc,0,z,e,p,r,e,n,t,o
entretener,entreten,er-g,0,n,e,t,e,e,n,t,r
entristecer,entristez,er-z-zc,0,z,e,t,s,e,n,t,r
entumecer,entumez,er-z-zc,0,z,e,m,u,e,n,t,u
envejecer,enbejez,er-z-zc,0,z,e,j,e,e,n,b,e
envolver,enbolb,er-ue,0,b,l,o,b,e,n,b,o
equivaler,ecibal,er-g,0,l,a,b,i,e,c,i,b
erigir,erij,ir-regular,1,j,i,r,e,e,r,i,j
escindir,eszind,ir-regular,1,d,n,i,z,e,s,z,i
esclarecer,esclarez,er-z-zc,0,z,e,r,a,e,s,c,l
escoger,escoj,er-regular,1,j,o,c,s,e,s,c,o
esconder,escond,er-regular,1,d,n,o,c,e,s,c,o
escribir,escrib,ir-db-t,0,b,i,r,c,e,s,c,r
esculpir,esculp,ir-regular,1,p,l,u,c,e,s,c,u
escupir,escup,ir-regular,1,p,u,c,s,e,s,c,u
escurrir,escuR,ir-regular,1,R,u,c,s,e,s,c,u
esgrimir,esgrim,ir-regular,1,m,i,r,g,e,s,g,r
esparcir,esparz,ir-regular,1,z,r,a,p,e,s,p,a
establecer,establez,er-z-zc,0,z,e,l,b,e,s,t,a
estremecer,estremez,er-z-zc,0,z,e,m,e,e,s,t,r
evadir,ebad,ir-regular,1,d,a,b,e,e,b,a,d
exceder,exzed,er-regular,1,d,e,z,x,e,x,z,e
excluir,exclu,ir-L,0,u,l,c,x,e,x,c,l
exhibir,exib,ir-regular,1,b,i,x,e,e,x,i,b
exigir,exij,ir-regular,1,j,i,x,e,e,x,i,j
eximir,exim,ir-regular,1,m,i,x,e,e,x,i,m
existir,exist,ir-regular,1,t,s,i,x,e,x,i,s
expandir,expand,ir-regular,1,d,n,a,p,e,x,p,a
expedir,exped,ir-e-i,0,d,e,p,x,e,x,p,e
expeler,expel,er-regular,1,l,e,p,x,e,x,p,e
expender,expend,er-regular,1,d,n,e,p,e,x,p,e
exponer,expon,er-g,0,n,o,p,x,e,x,p,o
exprimir,exprim,ir-regular,1,m,i,r,p,e,x,p,r
extender,extend,er-ie,0,d,n,e,t,e,x,t,e
extinguir,exting,ir-regular,1,g,n,i,t,e,x,t,i
extraer,extra,er-g,0,a,r,t,x,e,x,t,r
fallecer,faLez,er-z-zc,0,z,e,L,a,f,a,L,e
fallir,faL,ir-regular,1,L,a,f,,f,a,L,
favorecer,faborez,er-z-zc,0,z,e,r,o,f,a,b,o
fingir,finj,ir-regular,1,j,n,i,f,f,i,n,j
florecer,florez,er-z-zc,0,z,e,r,o,f,l,o,r
fluir,flu,ir-L,0,u,l,f,,f,l,u,
fortalecer,fortalez,er-z-zc,0,z,e,l,a,f,o,r,t
fruncir,frunz,ir-regular,1,z,n,u,r,f,r,u,n
fundir,fund,ir-regular,1,d,n,u,f,f,u,n,d
fungir,funj,ir-regular,1,j,n,u,f,f,u,n,j
hervir,erb,ir-ie,0,b,r,e,,e,r,b,
humedecer,umedez,er-z-zc,0,z,e,d,e,u,m,e,d
hundir,und,ir-regular,1,d,n,u,,u,n,d,
imbuir,imbu,ir-L,0,u,b,m,i,i,m,b,u
impartir,impart,ir-regular,1,t,r,a,p,i,m,p,a
impedir,imped,ir-e-i,0,d,e,p,m,i,m,p,e
imponer,impon,er-g,0,n,o,p,m,i,m,p,o
imprimir,imprim,ir-regular,1,m,i,r,p,i,m,p,r
incidir,inzid,ir-regular,1,d,i,z,n,i,n,z,i
incluir,inclu,ir-L,0,u,l,c,n,i,n,c,l
incumbir,incumb,ir-regular,1,b,m,u,c,i,n,c,u
incumplir,incumpl,ir-regular,1,l,p,m,u,i,n,c,u
incurrir,incuR,ir-regular,1,R,u,c,n,i,n,c,u
indisponer,indispon,er-g,0,n,o,p,s,i,n,d,i
inducir,induz,ir-z-zc,0,z,u,d,n,i,n,d,u
inferir,infer,ir-ie,0,r,e,f,n,i,n,f,e
infligir,inflij,ir-regular,1,j,i,l,f,i,n,f,l
influir,influ,ir-L,0,u,l,f,n,i,n,f,l
infringir,infrinj,ir-regular,1,j,n,i,r,i,n,f,r
infundir,infund,ir-regular,1,d,n,u,f,i,n,f,u
ingerir,injer,ir-ie,0,r,e,j,n,i,n,j,e
inhibir,inib,ir-regular,1,b,i,n,i,i,n,i,b
inquirir,incir,ir-ie,0,r,i,c,n,i,n,c,i
inscribir,inscrib,ir-db-t,0,b,i,r,c,i,n,s,c
insistir,insist,ir-regular,1,t,s,i,s,i,n,s,i
instituir,institu,ir-L,0,u,t,i,t,i,n,s,t
instruir,instru,ir-L,0,u,r,t,s,i,n,s,t
interceder,interzed,er-regular,1,d,e,z,r,i,n,t,e
interferir,interfer,ir-ie,0,r,e,f,r,i,n,t,e
interponer,interpon,er-g,0,n,o,p,r,i,n,t,e
interrumpir,inteRump,ir-regular,1,p,m,u,R,i,n,t,e
intervenir,interben,ir-g,0,n,e,b,r,i,n,t,e
introducir,introduz,ir-z-zc,0,z,u,d,o,i,n,t,r
intuir,intu,ir-L,0,u,t,n,i,i,n,t,u
invadir,inbad,ir-regular,1,d,a,b,n,i,n,b,a
invertir,inbert,ir-ie,0,t,r,e,b,i,n,b,e
investir,inbest,ir-e-i,0,t,s,e,b,i,n,b,e
irrumpir,iRump,ir-regular,1,p,m,u,R,i,R,u,m
joder,jod,er-regular,1,d,o,j,,j,o,d,
latir,lat,ir-regular,1,t,a,l,,l,a,t,
llover,Lob,er-ue,0,b,o,L,,L,o,b,
lucir,luz,ir-z-zc,0,z,u,l,,l,u,z,
maltraer,maltra,er-g,0,a,r,t,l,m,a,l,t
manir,man,ir-regular,1,n,a,m,,m,a,n,
mantener,manten,er-g,0,n,e,t,n,m,a,n,t
mecer,mez,er-regular,1,z,e,m,,m,e,z,
medir,med,ir-e-i,0,d,e,m,,m,e,d,
mentir,ment,ir-ie,0,t,n,e,m,m,e,n,t
merecer,merez,er-z-zc,0,z,e,r,e,m,e,r,e
meter,met,er-regular,1,t,e,m,,m,e,t,
moler,mol,er-ue,0,l,o,m,,m,o,l,
morder,mord,er-ue,0,d,r,o,m,m,o,r,d
morir,mor,ir-ue,0,r,o,m,,m,o,r,
mover,mob,er-ue,0,b,o,m,,m,o,b,
mullir,muL,ir-regular,1,L,u,m,,m,u,L,
nacer,naz,er-z-zc,0,z,a,n,,n,a,z,
nutrir,nutr,ir-regular,1,r,t,u,n,n,u,t,r
obedecer,obedez,er-z-zc,0,z,e,d,e,o,b,e,d
obstruir,obstru,ir-L,0,u,r,t,s,o,b,s,t
obtener,obten,er-g,0,n,e,t,b,o,b,t,e
ocurrir,ocuR,ir-regular,1,R,u,c,o,o,c,u,R
ofender,ofend,er-regular,1,d,n,e,f,o,f,e,n
ofrecer,ofrez,er-z-zc,0,z,e,r,f,o,f,r,e
omitir,omit,ir-regular,1,t,i,m,o,o,m,i,t
oponer,opon,er-g,0,n,o,p,o,o,p,o,n
oprimir,oprim,ir-regular,1,m,i,r,p,o,p,r,i
oscurecer,oscurez,er-z-zc,0,z,e,r,u,o,s,c,u
pacer,paz,er-z-zc,0,z,a,p,,p,a,z,
padecer,padez,er-z-zc,0,z,e,d,a,p,a,d,e
palidecer,palidez,er-z-zc,0,z,e,d,i,p,a,l,i
parecer,parez,er-z-zc,0,z,e,r,a,p,a,r,e
parir,par,ir-regular,1,r,a,p,,p,a,r,
partir,part,ir-regular,1,t,r,a,p,p,a,r,t
pedir,ped,ir-e-i,0,d,e,p,,p,e,d,
pender,pend,er-regular,1,d,n,e,p,p,e,n,d
percibir,perzib,ir-regular,1,b,i,z,r,p,e,r,z
perder,perd,er-ie,0,d,r,e,p,p,e,r,d
perecer,perez,er-z-zc,0,z,e,r,e,p,e,r,e
permanecer,permanez,er-z-zc,0,z,e,n,a,p,e,r,m
permitir,permit,ir-regular,1,t,i,m,r,p,e,r,m
perseguir,perseg,ir-e-i,0,g,e,s,r,p,e,r,s
persistir,persist,ir-regular,1,t,s,i,s,p,e,r,s
persuadir,persuad,ir-regular,1,d,a,u,s,p,e,r,s
pertenecer,pertenez,er-z-zc,0,z,e,n,e,p,e,r,t
pervertir,perbert,ir-ie,0,t,r,e,b,p,e,r,b
placer,plaz,er-z-zc,0,z,a,l,p,p,l,a,z
poder,pod,er-ue,0,d,o,p,,p,o,d,
poner,pon,er-g,0,n,o,p,,p,o,n,
poseer,pose,er-regular,1,e,s,o,p,p,o,s,e
posponer,pospon,er-g,0,n,o,p,s,p,o,s,p
precaver,precab,er-regular,1,b,a,c,e,p,r,e,c
preceder,prezed,er-regular,1,d,e,z,e,p,r,e,z
predisponer,predispon,er-g,0,n,o,p,s,p,r,e,d
preferir,prefer,ir-ie,0,r,e,f,e,p,r,e,f
prender,prend,er-regular,1,d,n,e,r,p,r,e,n
prescindir,preszind,ir-regular,1,d,n,i,z,p,r,e,s
prescribir,prescrib,ir-db-t,0,b,i,r,c,p,r,e,s
presentir,present,ir-ie,0,t,n,e,s,p,r,e,s
presidir,presid,ir-regular,1,d,i,s,e,p,r,e,s
presumir,presum,ir-regular,1,m,u,s,e,p,r,e,s
presuponer,presupon,er-g,0,n,o,p,u,p,r,e,s
pretender,pretend,er-regular,1,d,n,e,t,p,r,e,t
prevalecer,prebalez,er-z-zc,0,z,e,l,a,p,r,e,b
prevenir,preben,ir-g,0,n,e,b,e,p,r,e,b
proceder,prozed,er-regular,1,d,e,z,o,p,r,o,z
producir,produz,ir-z-zc,0,z,u,d,o,p,r,o,d
proferir,profer,ir-ie,0,r,e,f,o,p,r,o,f
prohibir,proib,ir-regular,1,b,i,o,r,p,r,o,i
prometer,promet,er-regular,1,t,e,m,o,p,r,o,m
promover,promob,er-ue,0,b,o,m,o,p,r,o,m
proponer,propon,er-g,0,n,o,p,o,p,r,o,p
proscribir,proscrib,ir-db-t,0,b,i,r,c,p,r,o,s
proseguir,proseg,ir-e-i,0,g,e,s,o,p,r,o,s
prostituir,prostitu,ir-L,0,u,t,i,t,p,r,o,s
proteger,protej,er-regular,1,j,e,t,o,p,r,o,t
proveer,probe,er-regular,1,e,b,o,r,p,r,o,b
provenir,proben,ir-g,0,n,e,b,o,p,r,o,b
pulir,pul,ir-regular,1,l,u,p,,p,u,l,
querer,cer,er-ie,0,r,e,c,,c,e,r,
reabrir,Reabr,ir-ie,0,r,b,a,e,R,e,a,b
readmitir,Readmit,ir-regular,1,t,i,m,d,R,e,a,d
reaparecer,Reaparez,er-z-zc,0,z,e,r,a,R,e,a,p
reasumir,Reasum,ir-regular,1,m,u,s,a,R,e,a,s
rebatir,Rebat,ir-regular,1,t,a,b,e,R,e,b,a
recaer,Reca,er-g,0,a,c,e,R,R,e,c,a
recibir,Rezib,ir-regular,1,b,i,z,e,R,e,z,i
recluir,Reclu,ir-L,0,u,l,c,e,R,e,c,l
recoger,Recoj,er-regular,1,j,o,c,e,R,e,c,o
recomponer,Recompon,er-g,0,n,o,p,m,R,e,c,o
reconducir,Reconduz,ir-z-zc,0,z,u,d,n,R,e,c,o
reconocer,Reconoz,er-z-zc,0,z,o,n,o,R,e,c,o
reconstituir,Reconstitu,ir-L,0,u,t,i,t,R,e,c,o
reconstruir,Reconstru,ir-L,0,u,r,t,s,R,e,c,o
reconvertir,Reconbert,ir-ie,0,t,r,e,b,R,e,c,o
recorrer,RecoR,er-regular,1,R,o,c,e,R,e,c,o
recrudecer,Recrudez,er-z-zc,0,z,e,d,u,R,e,c,r
recubrir,Recubr,ir-ie,0,r,b,u,c,R,e,c,u
recurrir,RecuR,ir-regular,1,R,u,c,e,R,e,c,u
redefinir,Redefin,ir-regular,1,n,i,f,e,R,e,d,e
redimir,Redim,ir-regular,1,m,i,d,e,R,e,d,i
redistribuir,Redistribu,ir-L,0,u,b,i,r,R,e,d,i
reducir,Reduz,ir-z-zc,0,z,u,d,e,R,e,d,u
reelegir,Reelej,ir-e-i,0,j,e,l,e,R,e,e,l
referir,Refer,ir-ie,0,r,e,f,e,R,e,f,e
regir,Rej,ir-e-i,0,j,e,R,,R,e,j,
rehuir,Reu,ir-L,0,u,e,R,,R,e,u,
reincidir,Reinzid,ir-regular,1,d,i,z,n,R,e,i,n
reintroducir,Reintroduz,ir-z-zc,0,z,u,d,o,R,e,i,n
rejuvenecer,Rejubenez,er-z-zc,0,z,e,n,e,R,e,j,u
relucir,Reluz,ir-z-zc,0,z,u,l,e,R,e,l,u
remitir,Remit,ir-regular,1,t,i,m,e,R,e,m,i
remover,Remob,er-ue,0,b,o,m,e,R,e,m,o
renacer,Renaz,er-z-zc,0,z,a,n,e,R,e,n,a
rendir,Rend,ir-e-i,0,d,n,e,R,R,e,n,d
repartir,Repart,ir-regular,1,t,r,a,p,R,e,p,a
repeler,Repel,er-regular,1,l,e,p,e,R,e,p,e
repercutir,Repercut,ir-regular,1,t,u,c,r,R,e,p,e
repetir,Repet,ir-e-i,0,t,e,p,e,R,e,p,e
reponer,Repon,er-g,0,n,o,p,e,R,e,p,o
reprender,Reprend,er-regular,1,d,n,e,r,R,e,p,r
reprimir,Reprim,ir-regular,1,m,i,r,p,R,e,p,r
reproducir,Reproduz,ir-z-zc,0,z,u,d,o,R,e,p,r
requerir,Recer,ir-ie,0,r,e,c,e,R,e,c,e
resarcir,Resarz,ir-regular,1,z,r,a,s,R,e,s,a
rescindir,Reszind,ir-regular,1,d,n,i,z,R,e,s,z
residir,Resid,ir-regular,1,d,i,s,e,R,e,s,i
resistir,Resist,ir-regular,1,t,s,i,s,R,e,s,i
resolver,Resolb,er-ue,0,b,l,o,s,R,e,s,o
responder,Respond,er-regular,1,d,n,o,p,R,e,s,p
restablecer,Restablez,er-z-zc,0,z,e,l,b,R,e,s,t
restituir,Restitu,ir-L,0,u,t,i,t,R,e,s,t
restringir,Restrinj,ir-regular,1,j,n,i,r,R,e,s,t
resumir,Resum,ir-regular,1,m,u,s,e,R,e,s,u
resurgir,Resurj,ir-regular,1,j,r,u,s,R,e,s,u
retener,Reten,er-g,0,n,e,t,e,R,e,t,e
retorcer,Retorz,er-ue,0,z,r,o,t,R,e,t,o
retraer,Retra,er-g,0,a,r,t,e,R,e,t,r
retransmitir,Retransmit,ir-regular,1,t,i,m,s,R,e,t,r
retroceder,Retrozed,er-regular,1,d,e,z,o,R,e,t,r
retrotraer,Retrotra,er-g,0,a,r,t,o,R,e,t,r
reunir,Reun,ir-regular,1,n,u,e,R,R,e,u,n
revender,Rebend,er-regular,1,d,n,e,b,R,e,b,e
reverdecer,Reberdez,er-z-zc,0,z,e,d,r,R,e,b,e
revertir,Rebert,ir-ie,0,t,r,e,b,R,e,b,e
revestir,Rebest,ir-e-i,0,t,s,e,b,R,e,b,e
revivir,Rebib,ir-regular,1,b,i,b,e,R,e,b,i
revolver,Rebolb,er-ue,0,b,l,o,b,R,e,b,o
robustecer,Robustez,er-z-zc,0,z,e,t,s,R,o,b,u
rugir,Ruj,ir-regular,1,j,u,R,,R,u,j,
sacudir,sacud,ir-regular,1,d,u,c,a,s,a,c,u
salir,sal,ir-g,0,l,a,s,,s,a,l,
seducir,seduz,ir-z-zc,0,z,u,d,e,s,e,d,u
seguir,seg,ir-e-i,0,g,e,s,,s,e,g,
sentir,sent,ir-ie,0,t,n,e,s,s,e,n,t
servir,serb,ir-e-i,0,b,r,e,s,s,e,r,b
sobrecoger,sobrecoj,er-regular,1,j,o,c,e,s,o,b,r
sobreentender,sobreentend,er-ie,0,d,n,e,t,s,o,b,r
sobrentender,sobrentend,er-ie,0,d,n,e,t,s,o,b,r
sobreponer,sobrepon,er-g,0,n,o,p,e,s,o,b,r
sobresalir,sobresal,ir-g,0,l,a,s,e,s,o,b,r
sobreseer,sobrese,er-regular,1,e,s,e,r,s,o,b,r
sobrevenir,sobreben,ir-g,0,n,e,b,e,s,o,b,r
sobrevivir,sobrebib,ir-regular,1,b,i,b,e,s,o,b,r
socorrer,socoR,er-regular,1,R,o,c,o,s,o,c,o
soler,sol,er-ue,0,l,o,s,,s,o,l,
someter,somet,er-regular,1,t,e,m,o,s,o,m,e
sorber,sorb,er-regular,1,b,r,o,s,s,o,r,b
sorprender,sorprend,er-regular,1,d,n,e,r,s,o,r,p
sostener,sosten,er-g,0,n,e,t,s,s,o,s,t
subdividir,subdibid,ir-regular,1,d,i,b,i,s,u,b,d
subir,sub,ir-regular,1,b,u,s,,s,u,b,
subsistir,subsist,ir-regular,1,t,s,i,s,s,u,b,s
substituir,substitu,ir-L,0,u,t,i,t,s,u,b,s
subvertir,subbert,ir-ie,0,t,r,e,b,s,u,b,b
suceder,suzed,er-regular,1,d,e,z,u,s,u,z,e
sucumbir,sucumb,ir-regular,1,b,m,u,c,s,u,c,u
sufrir,sufr,ir-regular,1,r,f,u,s,s,u,f,r
sugerir,sujer,ir-ie,0,r,e,j,u,s,u,j,e
sumergir,sumerj,ir-regular,1,j,r,e,m,s,u,m,e
sumir,sum,ir-regular,1,m,u,s,,s,u,m,
superponer,superpon,er-g,0,n,o,p,r,s,u,p,e
suplir,supl,ir-regular,1,l,p,u,s,s,u,p,l
suponer,supon,er-g,0,n,o,p,u,s,u,p,o
suprimir,suprim,ir-regular,1,m,i,r,p,s,u,p,r
surgir,surj,ir-regular,1,j,r,u,s,s,u,r,j
surtir,surt,ir-regular,1,t,r,u,s,s,u,r,t
suscribir,suscrib,ir-db-t,0,b,i,r,c,s,u,s,c
suspender,suspend,er-regular,1,d,n,e,p,s,u,s,p
sustituir,sustitu,ir-L,0,u,t,i,t,s,u,s,t
sustraer,sustra,er-g,0,a,r,t,s,s,u,s,t
tejer,tej,er-regular,1,j,e,t,,t,e,j,
temer,tem,er-regular,1,m,e,t,,t,e,m,
